indexDados;codigNomeMateria;codigoTurma;ano;semestre;professor;cargahoraria;horario;vagasOfertadas;vagasOcupadas;local;horarioSeparado;percDisciplina;salaSeparada;predio;lotacao;percOcupacaoReal;percOcupacaoTotal
309;FGA0250 - PROJETO INTEGRADOR DE ENGENHARIA 2;4;2022;2;JOSE FELICIO DA SILVA;90h;4T45 6T2345;35;3;FGA - SALA S-1 e ANFITEATRO;;;S1;;;;
310;FGA0250 - PROJETO INTEGRADOR DE ENGENHARIA 2;4;2022;2;JOSE FELICIO DA SILVA;90h;4T45 6T2345;35;3;FGA - SALA S-1 e ANFITEATRO;;;Anfiteatro;;;;
311;FGA0250 - PROJETO INTEGRADOR DE ENGENHARIA 2;5;2022;2;RICARDO MATOS CHAIM;90h;4T45 6T2345;130;37;FGA - SALA S-1 e ANFITEATRO;;;S1;;;;
312;FGA0250 - PROJETO INTEGRADOR DE ENGENHARIA 2;5;2022;2;RICARDO MATOS CHAIM;90h;4T45 6T2345;130;37;FGA - SALA S-1 e ANFITEATRO;;;Anfiteatro;;;;
313;FGA0252 - SISTEMAS HIDROELÉTRICOS;1;2022;2;RUDI HENRI VAN ELS;15h;46M12 2T5;25;9;FGA - LAB TERMODINÂMICA/ LAB TERMOFLUIDOS;;;Lab.Termodin.;;;;
314;FGA0252 - SISTEMAS HIDROELÉTRICOS;1;2022;2;RUDI HENRI VAN ELS;15h;46M12 2T5;25;9;FGA - LAB TERMODINÂMICA/ LAB TERMOFLUIDOS;;;Lab.Termoflui.;;;;
315;FGA0252 - SISTEMAS HIDROELÉTRICOS;1;2022;2;LUCIANO GONCALVES NOLETO;60h;46M12 2T5;25;9;FGA - LAB TERMODINÂMICA/ LAB TERMOFLUIDOS;;;Lab.Termodin.;;;;
316;FGA0252 - SISTEMAS HIDROELÉTRICOS;1;2022;2;LUCIANO GONCALVES NOLETO;60h;46M12 2T5;25;9;FGA - LAB TERMODINÂMICA/ LAB TERMOFLUIDOS;;;Lab.Termoflui.;;;;
317;FGA0254 - CIÊNCIAS AEROESPACIAIS;1;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;24M34;130;52;FGA - ANFITEATRO;;;Anfiteatro;;;;
318;FGA0258 - INSTRUMENTAÇÃO BIOMÉDICA 2;1;2022;2;EULER DE VILHENA GARCIA;60h;35M34;45;2;FGA - SALA S5;;;S5;;;;
319;FGA0259 - MODELAGEM DE SISTEMAS BIOLÓGICOS;1;2022;2;CRISTIANO JACQUES MIOSSO RODRIGUES MENDES;60h;46T23;25;18;FGA - SALA S5;;;S5;;;;
320;FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA;1;2022;2;DANIEL MAURICIO MUNOZ ARBOLEDA;60h;6T2345;12;6;FGA - SALA I8 / MOCAP;;;I8;;;;
321;FGA0261 - TÓPICOS ESPECIAIS EM ELETRONICA;1;2022;2;DANIEL MAURICIO MUNOZ ARBOLEDA;60h;6T2345;12;6;FGA - SALA I8 / MOCAP;;;Mocap;;;;
322;FGA0262 - TRANSMISSÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;1;2022;2;LOANA NUNES VELASCO;75h;4M345 6M34;40;10;FGA - SALA I3 / SALA S6 / LAB ELETR;;;I3;;;;
323;FGA0262 - TRANSMISSÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;1;2022;2;LOANA NUNES VELASCO;75h;4M345 6M34;40;10;FGA - SALA I3 / SALA S6 / LAB ELETR;;;S6;;;;
324;FGA0262 - TRANSMISSÃO E DISTRIBUIÇÃO DE ENERGIA ELÉTRICA;1;2022;2;LOANA NUNES VELASCO;75h;4M345 6M34;40;10;FGA - SALA I3 / SALA S6 / LAB ELETR;;;Lab.Eletr.;;;;
325;FGA0265 - ECONOMIA DE ENERGIA;1;2022;2;PAULA MEYER SOARES;60h;35M12;45;33;FGA - SALA S5;;;S5;;;;
326;FGA0266 - ACÚSTICA E VIBRAÇÕES VEICULARES;1;2022;2;MARIA ALZIRA DE ARAUJO NUNES;60h;35M12;15;12;FGA - SALA MULTIUSO;;;Multi.;;;;
327;FGA0267 - PROJETO DE ESTRUTURAS DE VEICULOS;1;2022;2;HENRIQUE GOMES DE MOURA;60h;24T23;60;4;FGA - SALA I3;;;I3;;;;
328;FGA0268 - ANÁLISE DINÂMICA MÉTODOS DOS ELEMENTOS FINITOS;1;2022;2;SUZANA MOREIRA AVILA;60h;46M12;10;2;SALA MULTIUSO - FGA;;;Multi.;;;;
329;FGA0270 - SISTEMAS HIDRÁULICOS E PNEUMÁTICOS;1;2022;2;ANDRE MURILO DE ALMEIDA PINTO;60h;24T23;8;2;FGA - SALA LAB SHP;;;Cont-8-SHP;;;;
330;FGA0270 - SISTEMAS HIDRÁULICOS E PNEUMÁTICOS;2;2022;2;ANDRE MURILO DE ALMEIDA PINTO;60h;4M5 2T23 4T1;8;0;FGA - SALA LAB SHP;;;Cont-8-SHP;;;;
331;FGA0273 - MELHORIA DE PROCESSOS DE SOFTWARE;1;2022;2;CRISTIANE SOARES RAMOS;60h;35T23;60;21;FGA - SALA S7;;;S7;;;;
332;FGA0274 - PRODUTIVIDADE E PROFISSIONALISMO EM ENGENHARIA DE SOFTWARE;1;2022;2;WANDER CLEBER MARIA PEREIRA DA SILVA;60h;24T23;45;19;FGA - SALA S8;;;S8;;;;
333;FGA0275 - ENGENHARIA DE SOFTWARE EXPERIMENTAL;1;2022;2;REJANE MARIA DA COSTA FIGUEIREDO;60h;35M34;45;23;FGA - SALA S8;;;S8;;;;
334;FGA0278 - QUALIDADE DE SOFTWARE 1;1;2022;2;CRISTIANE SOARES RAMOS;60h;35M34;60;53;FGA - SALA S7;;;S7;;;;
335;FGA0278 - QUALIDADE DE SOFTWARE 1;2;2022;2;RICARDO AJAX DIAS KOSLOSKI;60h;35T6 35N1;40;20;FGA - SALA I7;;;I7;;;;
336;FGA0281 - SISTEMAS DE PROPULSÃO LIQUIDA;1;2022;2;ARTUR ELIAS DE MORAIS BERTOLDI;60h;46M5 46T1;40;5;FGA - SALA I-5;;;I5;;;;
337;FGA0282 - FUNDAMENTOS DO PROJETO DE AERONAVES;1;2022;2;POLLIANA CANDIDA OLIVEIRA MARTINS;60h;46T23;15;9;FGA - SALA MULTIUSO;;;Multi.;;;;
338;FGA0283 - MECÂNICA DOS MATERIAIS COMPÓSITOS;1;2022;2;ARTEM ANDRIANOV;60h;35M34 (25/10/2022 - 18/02/2023);25;13;FGA - LAB TERMODINÂMICA;;;Lab.Termodin.;;;;
339;FGA0285 - INTRODUÇÃO À MECÂNICA DA FRATURA;1;2022;2;CARLA TATIANA MOTA ANFLOR;60h;24M34 (25/10/2022 - 18/02/2023);30;6;FGA - LDTEA SALA 3;;;LD.Sala-3;;;;
340;FGA0286 - FUNDAMENTOS DO MÉTODO DOS ELEMENTOS FINITOS;1;2022;2;MANUEL NASCIMENTO DIAS BARCELOS JUNIOR;60h;35M12 (25/10/2022 - 18/02/2023);30;5;FGA - CONTEINER 04;;;Cont-4;;;;
341;FGA0292 - INTRODUÇÃO À FOTÔNICA E OPTRÔNICA;1;2022;2;SEBASTIEN ROLAND MARIE JOSEPH RONDINEAU;60h;46M5 46T1 (25/10/2022 - 18/02/2023);45;9;FGA - SALA I3;;;I3;;;;
342;CIC0004 - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES;8;2022;2;GIOVANNI ALMEIDA SANTOS;90h;46M34 2T23;80;70;46M34(I-10/FGA) 2T23(I-9/FGA);;;I10;;;;
343;CIC0004 - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES;8;2022;2;GIOVANNI ALMEIDA SANTOS;90h;46M34 2T23;80;70;46M34(I-10/FGA) 2T23(I-9/FGA);;;I9;;;;
344;CIC0004 - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES;9;2022;2;FABRICIO ATAIDES BRAZ;90h;35M12 2T45;80;71;35M12(I-10/FGA) 2T45(I-9/FGA);;;I10;;;;
345;CIC0004 - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES;9;2022;2;FABRICIO ATAIDES BRAZ;90h;35M12 2T45;80;71;35M12(I-10/FGA) 2T45(I-9/FGA);;;I9;;;;
346;CIC0004 - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES;10;2022;2;DANIEL SUNDFELD LIMA;90h;46M34 2T23;80;60;46M34(S-10/FGA) 2T23(I-10/FGA);;;S10;;;;
347;CIC0004 - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES;10;2022;2;DANIEL SUNDFELD LIMA;90h;46M34 2T23;80;60;46M34(S-10/FGA) 2T23(I-10/FGA);;;I10;;;;
348;CIC0004 - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES;11;2022;2;DANIEL SUNDFELD LIMA;90h;2M34 46T23;80;72;2M34(S-3/FGA) 46T23(I-10/FGA);;;S3;;;;
349;CIC0004 - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES;11;2022;2;DANIEL SUNDFELD LIMA;90h;2M34 46T23;80;72;2M34(S-3/FGA) 46T23(I-10/FGA);;;I10;;;;
350;CIC0004 - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES;12;2022;2;NILTON CORREIA DA SILVA;90h;35M12 2T45;80;57;35M12(S-10/FGA) 2T45(S-9/FGA);;;S10;;;;
351;CIC0004 - ALGORITMOS E PROGRAMAÇÃO DE COMPUTADORES;12;2022;2;NILTON CORREIA DA SILVA;90h;35M12 2T45;80;57;35M12(S-10/FGA) 2T45(S-9/FGA);;;S9;;;;
352;IFD0171 - FISICA 1;17;2022;2;LEANDRO XAVIER CARDOSO;60h;46T23;110;39;46T23 (I-9 - FGA);;;I9;;;;
353;IFD0171 - FISICA 1;18;2022;2;WYTLER CORDEIRO DOS SANTOS;60h;35T45;110;50;35T45 (I-9 - FGA);;;I9;;;;
354;IFD0171 - FISICA 1;19;2022;2;RAFAEL MORGADO SILVA;60h;24T45;110;50;24T45 (S-3 - FGA);;;S3;;;;
355;IFD0173 - FISICA 1 EXPERIMENTAL;1;2022;2;WYTLER CORDEIRO DOS SANTOS;30h;3T23;24;23;FGA - LAB FISICA;;;Lab.Fis-1;;;;
356;IFD0173 - FISICA 1 EXPERIMENTAL;2;2022;2;RAFAEL MORGADO SILVA;30h;2T23;24;23;FGA - LAB FISICA;;;Lab.Fis-1;;;;
357;IFD0173 - FISICA 1 EXPERIMENTAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;30h;3M34;24;21;FGA - LAB FISICA;;;Lab.Fis-1;;;;
358;IFD0173 - FISICA 1 EXPERIMENTAL;6;2022;2;RAFAEL MORGADO SILVA;30h;2M12;24;21;FGA - LAB FISICA;;;Lab.Fis-1;;;;
359;IFD0173 - FISICA 1 EXPERIMENTAL;11;2022;2;RONNI GERALDO GOMES DE AMORIM;30h;6M12;24;23;FGA - LAB FISICA;;;Lab.Fis-1;;;;
360;IFD0173 - FISICA 1 EXPERIMENTAL;12;2022;2;RONNI GERALDO GOMES DE AMORIM;30h;4M34;24;24;FGA - LAB FISICA;;;Lab.Fis-1;;;;
361;IFD0173 - FISICA 1 EXPERIMENTAL;13;2022;2;RONNI GERALDO GOMES DE AMORIM;30h;4M12;24;23;FGA - LAB FISICA;;;Lab.Fis-1;;;;
362;IFD0173 - FISICA 1 EXPERIMENTAL;35;2022;2;WYTLER CORDEIRO DOS SANTOS;30h;5T23;24;24;FGA - LAB FISICA;;;Lab.Fis-1;;;;
363;IFD0173 - FISICA 1 EXPERIMENTAL;36;2022;2;RAFAEL MORGADO SILVA;30h;4T23;24;19;FGA - LAB FISICA;;;Lab.Fis-1;;;;
364;IFD0173 - FISICA 1 EXPERIMENTAL;37;2022;2;RAFAEL CASTILHO FARIA MENDES;30h;3M12;24;23;FGA - LAB FISICA;;;Lab.Fis-1;;;;
365;IQD0125 - QUIMICA GERAL TEORICA;1;2022;2;FELIX MARTIN CARBAJAL GAMARRA;60h;35M12;65;17;FGA - SALA S4;;;S4;;;;
366;IQD0125 - QUIMICA GERAL TEORICA;2;2022;2;PATRICIA REGINA SOBRAL BRAGA;60h;35T23;65;60;FGA - SALA S9;;;S9;;;;
367;IQD0125 - QUIMICA GERAL TEORICA;3;2022;2;FELIX MARTIN CARBAJAL GAMARRA;60h;35M34;15;9;FGA - SALA MULTIUSO;;;Multi.;;;;
368;IQD0126 - QUIMICA GERAL EXPERIMENTAL;1;2022;2;PATRICIA REGINA SOBRAL BRAGA;30h;5M34;16;14;FGA - LAB QUIMICA;;;Lab.Quim.;;;;
369;IQD0126 - QUIMICA GERAL EXPERIMENTAL;2;2022;2;MARCELO BENTO DA SILVA;30h;2T23;16;9;FGA - SALA LAB QUIM;;;Lab.Quim.;;;;
370;IQD0126 - QUIMICA GERAL EXPERIMENTAL;3;2022;2;MARIA DEL PILAR HIDALGO FALLA;30h;3T45;16;14;FGA - SALA LAB QUIM;;;Lab.Quim.;;;;
371;IQD0126 - QUIMICA GERAL EXPERIMENTAL;4;2022;2;PATRICIA REGINA SOBRAL BRAGA;30h;2M34;16;12;FGA - SALA LAB QUIM;;;Lab.Quim.;;;;
372;IQD0126 - QUIMICA GERAL EXPERIMENTAL;10;2022;2;ROSEANY DE VASCONCELOS VIEIRA LOPES;30h;6M34;16;14;FGA - SALA LAB QUIM;;;Lab.Quim.;;;;
373;IQD0126 - QUIMICA GERAL EXPERIMENTAL;11;2022;2;ROSEANY DE VASCONCELOS VIEIRA LOPES;30h;3M34;16;14;FGA - SALA LAB QUIM;;;Lab.Quim.;;;;
374;IQD0126 - QUIMICA GERAL EXPERIMENTAL;12;2022;2;ANDREIA ALVES COSTA LINDINGER;30h;3T23;16;10;FGA - SALA LAB QUIM;;;Lab.Quim.;;;;
375;IQD0126 - QUIMICA GERAL EXPERIMENTAL;13;2022;2;ANDREIA ALVES COSTA LINDINGER;30h;5T23;16;10;FGA - SALA LAB QUIM;;;Lab.Quim.;;;;
376;IQD0126 - QUIMICA GERAL EXPERIMENTAL;22;2022;2;MARIA DEL PILAR HIDALGO FALLA;30h;5T45;16;4;FGA - LAB QUIMICA;;;Lab.Quim.;;;;
377;IQD0126 - QUIMICA GERAL EXPERIMENTAL;23;2022;2;MARCELO BENTO DA SILVA;30h;2T45;16;3;FGA - SALA LAB QUIM;;;Lab.Quim.;;;;
378;IQD0126 - QUIMICA GERAL EXPERIMENTAL;24;2022;2;YURI GUIMARAES DIAS;30h;4T45;16;4;FGA - SALA LAB QUIM;;;Lab.Quim.;;;;
379;ENM0068 - TERMODINAMICA 1;4;2022;2;JULIANA PETROCCHI RODRIGUES;60h;26T23;60;26;FGA - SALA S6 / SALA I2;;;S6;;;;
380;ENM0068 - TERMODINAMICA 1;4;2022;2;JULIANA PETROCCHI RODRIGUES;60h;26T23;60;26;FGA - SALA S6 / SALA I2;;;I2;;;;
381;ENM0071 - TRANSFERENCIA DE CALOR;3;2022;2;FABIO ALFAIA DA CUNHA;90h;246M34;40;23;FGA - SALA I7/ SALA I8;;;I7;;;;
382;ENM0071 - TRANSFERENCIA DE CALOR;3;2022;2;FABIO ALFAIA DA CUNHA;90h;246M34;40;23;FGA - SALA I7/ SALA I8;;;I8;;;;
383;ENM0080 - FENOMENOS DE TRANSPORTE;2;2022;2;JHON NERO VAZ GOULART;15h;35T23 6T2;30;25;FGA - SALA S3 / LAB TERMOFLUIDOS;;;S3;;;;
384;ENM0080 - FENOMENOS DE TRANSPORTE;2;2022;2;JHON NERO VAZ GOULART;15h;35T23 6T2;30;25;FGA - SALA S3 / LAB TERMOFLUIDOS;;;Lab.Termoflui.;;;;
385;ENM0080 - FENOMENOS DE TRANSPORTE;2;2022;2;FELIPE CHAGAS STORTI;60h;35T23 6T2;30;25;FGA - SALA S3 / LAB TERMOFLUIDOS;;;S3;;;;
386;ENM0080 - FENOMENOS DE TRANSPORTE;2;2022;2;FELIPE CHAGAS STORTI;60h;35T23 6T2;30;25;FGA - SALA S3 / LAB TERMOFLUIDOS;;;Lab.Termoflui.;;;;
387;ENM0080 - FENOMENOS DE TRANSPORTE;3;2022;2;JHON NERO VAZ GOULART;15h;35T23 6T3;30;17;FGA - SALA S3 / LAB TERMOFLUIDOS;;;S3;;;;
388;ENM0080 - FENOMENOS DE TRANSPORTE;3;2022;2;JHON NERO VAZ GOULART;15h;35T23 6T3;30;17;FGA - SALA S3 / LAB TERMOFLUIDOS;;;Lab.Termoflui.;;;;
389;ENM0080 - FENOMENOS DE TRANSPORTE;3;2022;2;FELIPE CHAGAS STORTI;60h;35T23 6T3;30;17;FGA - SALA S3 / LAB TERMOFLUIDOS;;;S3;;;;
390;ENM0080 - FENOMENOS DE TRANSPORTE;3;2022;2;FELIPE CHAGAS STORTI;60h;35T23 6T3;30;17;FGA - SALA S3 / LAB TERMOFLUIDOS;;;Lab.Termoflui.;;;;
391;ENM0080 - FENOMENOS DE TRANSPORTE;4;2022;2;JHON NERO VAZ GOULART;15h;2M3 35T23;30;30;FGA - SALA S3 / LAB TERMOFLUIDOS;;;S3;;;;
392;ENM0080 - FENOMENOS DE TRANSPORTE;4;2022;2;JHON NERO VAZ GOULART;15h;2M3 35T23;30;30;FGA - SALA S3 / LAB TERMOFLUIDOS;;;Lab.Termoflui.;;;;
393;ENM0080 - FENOMENOS DE TRANSPORTE;4;2022;2;FELIPE CHAGAS STORTI;60h;2M3 35T23;30;30;FGA - SALA S3 / LAB TERMOFLUIDOS;;;S3;;;;
394;ENM0080 - FENOMENOS DE TRANSPORTE;4;2022;2;FELIPE CHAGAS STORTI;60h;2M3 35T23;30;30;FGA - SALA S3 / LAB TERMOFLUIDOS;;;Lab.Termoflui.;;;;
395;ENM0080 - FENOMENOS DE TRANSPORTE;5;2022;2;FELIPE CHAGAS STORTI;60h;2M4 35T23;30;29;FGA - SALA S3 / LAB TERMOFLUIDOS;;;S3;;;;
396;ENM0080 - FENOMENOS DE TRANSPORTE;5;2022;2;FELIPE CHAGAS STORTI;60h;2M4 35T23;30;29;FGA - SALA S3 / LAB TERMOFLUIDOS;;;Lab.Termoflui.;;;;
397;ENM0080 - FENOMENOS DE TRANSPORTE;5;2022;2;JHON NERO VAZ GOULART;15h;2M4 35T23;30;29;FGA - SALA S3 / LAB TERMOFLUIDOS;;;S3;;;;
398;ENM0080 - FENOMENOS DE TRANSPORTE;5;2022;2;JHON NERO VAZ GOULART;15h;2M4 35T23;30;29;FGA - SALA S3 / LAB TERMOFLUIDOS;;;Lab.Termoflui.;;;;
399;MAT0025 - CÁLCULO 1;24;2022;2;VINICIUS DE CARVALHO RISPOLI;90h;235M12;130;78;FGA - SALA S1;;;S1;;;;
400;MAT0025 - CÁLCULO 1;26;2022;2;RICARDO RAMOS FRAGELLI;90h;246M34;134;121;FGA - SALA I9;;;I9;;;;
401;MAT0025 - CÁLCULO 1;27;2022;2;MATHEUS BERNARDINI DE SOUZA;90h;235T45;130;120;FGA - SALA S1;;;S1;;;;
402;MAT0026 - CÁLCULO 2;15;2022;2;LINDOMAR BOMFIM DE CARVALHO DE JESUS;90h;356T23;70;10;FGA - SALA S6;;;S6;;;;
403;MAT0026 - CÁLCULO 2;16;2022;2;LUIZA YOKO TANEGUTI;90h;246M12;130;127;FGA - SALA S2 E S4;;;S2;;;;
404;MAT0026 - CÁLCULO 2;16;2022;2;LUIZA YOKO TANEGUTI;90h;246M12;130;127;FGA - SALA S2 E S4;;;S4;;;;
405;MAT0026 - CÁLCULO 2;17;2022;2;TAIS CALLIERO TOGNETTI;90h;235M34;130;32;FGA - SALA S4;;;S4;;;;
406;MAT0027 - CÁLCULO 3;10;2022;2;TATIANE DA SILVA EVANGELISTA;90h;235M34;110;38;FGA - SALA S2;;;S2;;;;
407;MAT0027 - CÁLCULO 3;11;2022;2;YEVSEY YEHOSHUA SOBOLEVSKY;90h;235T45;110;5;FGA - SALA S5 E S9;;;S5;;;;
408;MAT0027 - CÁLCULO 3;11;2022;2;YEVSEY YEHOSHUA SOBOLEVSKY;90h;235T45;110;5;FGA - SALA S5 E S9;;;S9;;;;
409;MAT0031 - INTRODUCAO A ALGEBRA LINEAR;9;2022;2;TAIS CALLIERO TOGNETTI;60h;35M12;130;92;FGA - SALA S2;;;S2;;;;
410;MAT0031 - INTRODUCAO A ALGEBRA LINEAR;10;2022;2;YEVSEY YEHOSHUA SOBOLEVSKY;60h;46T23;130;82;FGA - SALA S1;;;S1;;;;
411;MAT0031 - INTRODUCAO A ALGEBRA LINEAR;11;2022;2;LUIZA YOKO TANEGUTI;60h;24M34;130;125;FGA - SALA S1;;;S1;;;;
