indexDados;codigNomeMateria;codigoTurma;ano;semestre;professor;cargahoraria;horario;vagasOfertadas;vagasOcupadas;local;horarioSeparado;percDisciplina;salaSeparada;predio;lotacao;percOcupacaoReal;percOcupacaoTotal
0;FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;84;FGA - SALA S-4 e I-3;;;S4;;;;
1;FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;84;FGA - SALA S-4 e I-3;;;I3;;;;
2;FGA0006 - FUNDAMENTOS DE EQUAÇÕES DIFERENCIAIS PARA ENGENHARIA;1;2022;2;VINICIUS DE CARVALHO RISPOLI;60h;35M34;60;24;FGA - SALA I3;;;I3;;;;
3;FGA0008 - SISTEMAS AEROESPACIAIS;1;2022;2;RONNE TOLEDO;60h;24M34;30;23;FGA - CONTAINER Nº 17;;;Cont-17;;;;
4;FGA0013 - ANATOMIA E FISIOLOGIA HUMANA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M12;50;41;FGA - SALA I3;;;I3;;;;
5;FGA0015 - PROCESSAMENTO DIGITAL DE IMAGENS;1;2022;2;MARCUS VINICIUS CHAFFIM COSTA;60h;46M34;40;5;FGA - SALA I7;;;I7;;;;
6;FGA0016 - TÓPICOS ESPECIAL EM INSTRUMENTAÇÃO BIOMÉDICA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M34;20;19;FGA - LDTEA SALA 2;;;LD.Sala-2;;;;
7;FGA0017 - PROJETOS DE CIRCUITOS INTEGRADOS 1;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T23;45;37;FGA - SALA LAB SS;;;Lab.SS;;;;
8;FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;;;I7;;;;
9;FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;;;I4;;;;
10;FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;ALEX REIS;30h;46T23;45;13;FGA - SALA I5;;;I5;;;;
11;FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;46T23;45;13;FGA - SALA I5;;;I5;;;;
12;FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;132;FGA - SALA S4 E S1;;;S4;;;;
13;FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;132;FGA - SALA S4 E S1;;;S1;;;;
14;FGA0034 - TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA;1;2022;2;RICARDO RAMOS FRAGELLI;60h;2T2345;15;10;FGA - SALA MULTIUSO;;;Multi.;;;;
15;FGA0037 - TÓPICOS ESPECIAIS EM ENGENHARIA AEROESPACIAL;1;2022;2;Fernando Merege;60h;46T23;25;9;FGA - LAB TERMODINÂMICA;;;Lab.Termodin.;;;;
16;FGA0038 - AERODINÂMICA DE SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;75h;35T45 6T4;30;16;FGA - SALA I4;;;I4;;;;
17;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;;;I10;;;;
18;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;;;I4;;;;
19;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;;;S7;;;;
20;FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;RAFAEL RODRIGUES DA SILVA;30h;24M34;16;7;FGA - SALA LAB SHP;;;Cont-8-SHP;;;;
21;FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;ANDRE MURILO DE ALMEIDA PINTO;30h;24M34;16;7;FGA - SALA LAB SHP;;;Cont-8-SHP;;;;
22;FGA0043 - DINÂMICA DOS GASES PARA SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;60h;35T23;48;44;FGA - SALA S5;;;S5;;;;
23;FGA0045 - MECÂNICA DO VÔO;1;2022;2;POLLIANA CANDIDA OLIVEIRA MARTINS;60h;46M34;45;29;FGA - SALA S8;;;S8;;;;
24;FGA0047 - PROCESSOS PETROQUÍMICOS;1;2022;2;ANDREIA ALVES COSTA LINDINGER;60h;35M34;45;6;FGA - SALA I1;;;I1;;;;
25;FGA0048 - MECÂNICA DO VOO ESPACIAL;1;2022;2;WILLIAM REIS SILVA;60h;46M34;45;21;FGA - SALA S9;;;S9;;;;
26;FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;;;Cont-4;;;;
27;FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;PAOLO GESSINI;30h;246T23;30;6;FGA - CONTEINER 04;;;Cont-4;;;;
28;FGA0050 - DINÂMICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;SERGIO HENRIQUE DA SILVA CARNEIRO;60h;35M34;45;15;FGA - SALA I4;;;I4;;;;
29;FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;PAOLO GESSINI;30h;235M12;45;5;FGA - SALA I1;;;I1;;;;
30;FGA0052 - PROPULSÃO AEROESPACIAL;1;2022;2;JUNGPYO LEE;60h;235M12;45;5;FGA - SALA I1;;;I1;;;;
31;FGA0053 - TÓPICOS ESPECIAIS EM PROGRAMAÇÃO;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T45;44;30;FGA - SALAS S7 e I7;;;S7;;;;
32;FGA0053 - TÓPICOS ESPECIAIS EM PROGRAMAÇÃO;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T45;44;30;FGA - SALAS S7 e I7;;;I7;;;;
33;FGA0055 - TECNOLOGIAS DE FABRICAÇÃO 1;1;2022;2;RHANDER VIANA;60h;35T23;20;18;FGA - SALA S8;;;S8;;;;
34;FGA0056 - TECNOLOGIAS DE FABRICAÇÃO 2;1;2022;2;EDISON GUSTAVO CUEVA GALARRAGA;60h;35M34;25;19;FGA - SALA I8;;;I8;;;;
35;FGA0057 - ELETRÔNICA DE POTÊNCIA;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;24T45;45;12;FGA - SALA I1 / I2;;;I1;;;;
36;FGA0057 - ELETRÔNICA DE POTÊNCIA;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;24T45;45;12;FGA - SALA I1 / I2;;;I2;;;;
37;FGA0060 - SISTEMAS DE BANCO DE DADOS 2;1;2022;2;VANDOR ROBERTO VILARDI RISSOLI;60h;35M12;40;39;FGA - SALA I6;;;I6;;;;
38;FGA0060 - SISTEMAS DE BANCO DE DADOS 2;2;2022;2;GIOVANNI ALMEIDA SANTOS;60h;46M12;45;39;FGA - SALA I6 E I7;;;I6;;;;
39;FGA0060 - SISTEMAS DE BANCO DE DADOS 2;2;2022;2;GIOVANNI ALMEIDA SANTOS;60h;46M12;45;39;FGA - SALA I6 E I7;;;I7;;;;
40;FGA0060 - SISTEMAS DE BANCO DE DADOS 2;4;2022;2;GIOVANNI ALMEIDA SANTOS;60h;7M1234;68;31;FGA - SALA I10;;;I10;;;;
41;FGA0062 - PROJETO DE SISTEMAS DE OBSERVAÇÃO DA TERRA;2;2022;2;GIANCARLO SANTILLI;60h;24M34;20;2;FGA - LAB TERMODINÂMICA;;;Lab.Termodin.;;;;
42;FGA0065 - PROPULSÃO ELÉTRICA;1;2022;2;PAOLO GESSINI;60h;24M34;15;6;FGA- SALA MULTIUSO;;;Multi.;;;;
43;FGA0066 - FUNDAMENTOS DE VARIÁVEL COMPLEXA PARA ENGENHARIA;1;2022;2;TATIANE DA SILVA EVANGELISTA;60h;35M12;60;19;FGA - SALA I3;;;I3;;;;
44;FGA0067 - TEORIA DE CIRCUITOS ELETRÔNICOS 1;1;2022;2;EULER DE VILHENA GARCIA;60h;35M12;50;31;FGA - SALA S9;;;S9;;;;
45;FGA0067 - TEORIA DE CIRCUITOS ELETRÔNICOS 1;2;2022;2;LUIS FILOMENO DE JESUS FERNANDES;30h;24M12;45;24;FGA - S8;;;S8;;;;
46;FGA0067 - TEORIA DE CIRCUITOS ELETRÔNICOS 1;2;2022;2;MARCELINO MONTEIRO DE ANDRADE;30h;24M12;45;24;FGA - S8;;;S8;;;;
47;FGA0068 - TEORIA DE CIRCUITOS ELETRÔNICOS 2;1;2022;2;GILMAR SILVA BESERRA;60h;24M34;60;18;FGA - SALA I3 / SALA S6;;;I3;;;;
48;FGA0068 - TEORIA DE CIRCUITOS ELETRÔNICOS 2;1;2022;2;GILMAR SILVA BESERRA;60h;24M34;60;18;FGA - SALA I3 / SALA S6;;;S6;;;;
49;FGA0069 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 1;1;2022;2;DIOGO DE OLIVEIRA COSTA;30h;3T23;24;9;FGA - SALA LAB NEI;;;Lab.NEI-1;;;;
50;FGA0069 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 1;2;2022;2;ANDERSON JOSE COSTA SENA;30h;5M34;24;11;FGA - SALA LAB NEI;;;Lab.NEI-1;;;;
51;FGA0069 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 1;4;2022;2;DIOGO DE OLIVEIRA COSTA;30h;6M12;24;9;FGA - SALA LAB NEI;;;Lab.NEI-1;;;;
52;FGA0069 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 1;6;2022;2;ANDERSON JOSE COSTA SENA;30h;4M34;24;19;FGA - SALA LAB NEI;;;Lab.NEI-1;;;;
53;FGA0069 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 1;7;2022;2;ANDERSON JOSE COSTA SENA;30h;5M12;24;4;FGA - SALA LAB NEI;;;Lab.NEI-1;;;;
54;FGA0070 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 2;3;2022;2;ROBERTO DE SOUZA BAPTISTA;30h;6M34;20;18;FGA - SALA LAB NEI;;;Lab.NEI-1;;;;
55;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;1;2022;2;CLAUDIA PATRICIA OCHOA DIAZ;30h;4M5 4T1;14;13;FGA - SALA LAB SS;;;Lab.SS;;;;
56;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;2;2022;2;ANDERSON JOSE COSTA SENA;30h;4T23;14;13;FGA - SALA LAB NEI 2;;;Lab.NEI-2;;;;
57;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;3;2022;2;ANDERSON JOSE COSTA SENA;30h;4T45;14;12;FGA - SALA LAB NEI 2;;;Lab.NEI-2;;;;
58;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;4;2022;2;ANDERSON JOSE COSTA SENA;30h;5T23;14;14;FGA - SALA LAB NEI 2;;;Lab.NEI-2;;;;
59;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;5;2022;2;DIOGO DE OLIVEIRA COSTA;30h;6T23;14;9;FGA - SALA LAB NEI 2;;;Lab.NEI-2;;;;
60;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;6;2022;2;GUILLERMO ALVAREZ BESTARD;30h;6M12;14;9;FGA - SALA LAB SS;;;Lab.SS;;;;
61;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;7;2022;2;HENRIQUE MARRA TAIRA MENEGAZ;30h;3M12;14;12;FGA - SALA LAB NEI 2;;;Lab.NEI-2;;;;
62;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;8;2022;2;HENRIQUE MARRA TAIRA MENEGAZ;30h;2M12;14;14;FGA - SALA LAB SS;;;Lab.SS;;;;
63;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;9;2022;2;HENRIQUE MARRA TAIRA MENEGAZ;30h;3M34;14;12;FGA - SALA LAB NEI 2;;;Lab.NEI-2;;;;
64;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;10;2022;2;HENRIQUE MARRA TAIRA MENEGAZ;30h;2M34;14;14;FGA - SALA LAB SS;;;Lab.SS;;;;
65;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;11;2022;2;DIOGO DE OLIVEIRA COSTA;30h;5M34;14;9;FGA - SALA LAB NEI 2;;;Lab.NEI-2;;;;
66;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;12;2022;2;DIOGO DE OLIVEIRA COSTA;30h;6M34;14;13;FGA - SALA LAB SS;;;Lab.SS;;;;
67;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;13;2022;2;CLAUDIA PATRICIA OCHOA DIAZ;30h;6M5 6T1;14;13;FGA - SALA LAB SS;;;Lab.SS;;;;
68;FGA0071 - PRÁTICA DE ELETRÔNICA DIGITAL 1;16;2022;2;ANDERSON JOSE COSTA SENA;30h;3T23;14;13;FGA - SALA LAB NEI 2;;;Lab.NEI-2;;;;
69;FGA0072 - PRÁTICA DE ELETRÔNICA DIGITAL 2;1;2022;2;DIOGO DE OLIVEIRA COSTA;30h;4M34;28;13;FGA - SALA LAB SS;;;Lab.SS;;;;
70;FGA0072 - PRÁTICA DE ELETRÔNICA DIGITAL 2;2;2022;2;ANDERSON JOSE COSTA SENA;30h;4M12;28;23;FGA - SALA LAB SS;;;Lab.SS;;;;
71;FGA0073 - TEORIA DE ELETRÔNICA DIGITAL 1;1;2022;2;RENATO VILELA LOPES;60h;46M12;100;92;FGA - SALA S1;;;S1;;;;
72;FGA0073 - TEORIA DE ELETRÔNICA DIGITAL 1;2;2022;2;RENATO VILELA LOPES;60h;46T23;100;75;FGA - SALA S2 / SALA S4;;;S2;;;;
73;FGA0073 - TEORIA DE ELETRÔNICA DIGITAL 1;2;2022;2;RENATO VILELA LOPES;60h;46T23;100;75;FGA - SALA S2 / SALA S4;;;S4;;;;
74;FGA0074 - TEORIA DE ELETRÔNICA DIGITAL 2;1;2022;2;DANIEL MAURICIO MUNOZ ARBOLEDA;60h;35M34;60;35;FGA - SALA I2;;;I2;;;;
75;FGA0075 - LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO;1;2022;2;EMMANUEL PACHECO ROCHA LIMA;15h;2T4;15;15;FGA - SALA LAB MAT;;;Lab.Mater.;;;;
76;FGA0075 - LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO;2;2022;2;EMMANUEL PACHECO ROCHA LIMA;15h;4T4;15;15;FGA - SALA LAB MAT;;;Lab.Mater.;;;;
77;FGA0075 - LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO;9;2022;2;EMMANUEL PACHECO ROCHA LIMA;15h;2T5;15;14;FGA - SALA LAB MAT;;;Lab.Mater.;;;;
78;FGA0075 - LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO;11;2022;2;SANDRA MARIA DA LUZ;15h;5M1;15;11;FGA - SALA LAB MAT;;;Lab.Mater.;;;;
79;FGA0075 - LABORATÓRIO DE MATERIAIS DE CONSTRUÇÃO;12;2022;2;SANDRA MARIA DA LUZ;15h;5M2;15;14;FGA - SALA LAB MAT;;;Lab.Mater.;;;;
80;FGA0076 - EQUIPAMENTOS TERMOFLUIDOS AUTOMOTIVOS;1;2022;2;FABIO ALFAIA DA CUNHA;30h;24M12;45;4;FGA - SALA I4;;;I4;;;;
81;FGA0076 - EQUIPAMENTOS TERMOFLUIDOS AUTOMOTIVOS;1;2022;2;ALESSANDRO BORGES DE SOUSA OLIVEIRA;30h;24M12;45;4;FGA - SALA I4;;;I4;;;;
82;FGA0077 - INTRODUÇÃO AO DESGASTE;1;2022;2;EDISON GUSTAVO CUEVA GALARRAGA;60h;35T45;15;4;FGA - SALA MULTIUSO;;;Multi.;;;;
83;FGA0078 - TEORIA DE MATERIAIS DE CONSTRUÇÃO;1;2022;2;EMMANUEL PACHECO ROCHA LIMA;45h;2T123;90;69;FGA - SALA S4;;;S4;;;;
84;FGA0078 - TEORIA DE MATERIAIS DE CONSTRUÇÃO;2;2022;2;RODRIGO ARBEY MUNOZ MENESES;45h;3T23 5T2;90;32;FGA - SALA S4;;;S4;;;;
85;FGA0083 - APRENDIZADO DE MÁQUINA;1;2022;2;FABRICIO ATAIDES BRAZ;60h;35M34;60;21;FGA - SALA S6;;;S6;;;;
86;FGA0084 - DESENVOLVIMENTO DE SOFTWARE;1;2022;2;SERGIO ANTONIO ANDRADE DE FREITAS;60h;26T45;70;63;FGA - SALA S6 E I10;;;S6;;;;
87;FGA0084 - DESENVOLVIMENTO DE SOFTWARE;1;2022;2;SERGIO ANTONIO ANDRADE DE FREITAS;60h;26T45;70;63;FGA - SALA S6 E I10;;;I10;;;;
88;FGA0085 - MATEMÁTICA DISCRETA 1;1;2022;2;GLAUCO VITOR PEDROSA;60h;26M34;130;121;FGA - SALA S9 e S2;;;S9;;;;
89;FGA0085 - MATEMÁTICA DISCRETA 1;1;2022;2;GLAUCO VITOR PEDROSA;60h;26M34;130;121;FGA - SALA S9 e S2;;;S2;;;;
90;FGA0085 - MATEMÁTICA DISCRETA 1;2;2022;2;GLAUCO VITOR PEDROSA;60h;46T23;69;65;FGA - SALA S7;;;S7;;;;
91;FGA0086 - TEORIA DE ELETRICIDADE APLICADA;1;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;24T45;43;39;FGA - SALA S8;;;S8;;;;
92;FGA0086 - TEORIA DE ELETRICIDADE APLICADA;2;2022;2;JORGE ANDRES CORMANE ANGARITA;60h;24M12;43;38;FGA - SALA I8;;;I8;;;;
93;FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;1;2022;2;LOANA NUNES VELASCO;30h;2T45;20;17;FGA - SALA LAB ELETR;;;Lab.Eletr.;;;;
94;FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;2;2022;2;RUDI HENRI VAN ELS;30h;6M34;20;16;FGA - SALA LAB ELETR;;;Lab.Eletr.;;;;
95;FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;3;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;2M34;18;17;FGA - SALA LAB ELETR;;;Lab.Eletr.;;;;
96;FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;4;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;4M34;20;13;FGA - SALA LAB ELETR;;;Lab.Eletr.;;;;
97;FGA0087 - LABORATÓRIO DE ELETRICIDADE APLICADA;5;2022;2;RUDI HENRI VAN ELS;30h;6M12;18;18;FGA - SALA LAB ELETR;;;Lab.Eletr.;;;;
98;FGA0088 - TEORIA DE SISTEMAS DE CONVERSÃO DE ENERGIA;1;2022;2;FLAVIO HENRIQUE JUSTINIANO RIBEIRO DA SILVA;60h;46M12;60;19;FGA - SALA S6;;;S6;;;;
99;FGA0089 - LABORATÓRIO DE SISTEMAS DE CONVERSÃO DE ENERGIA;1;2022;2;RUDI HENRI VAN ELS;30h;4T45;20;8;FGA - SALA LAB ELETR;;;Lab.Eletr.;;;;
100;FGA0089 - LABORATÓRIO DE SISTEMAS DE CONVERSÃO DE ENERGIA;2;2022;2;RUDI HENRI VAN ELS;30h;2T23;20;6;FGA - SALA LAB ELETR;;;Lab.Eletr.;;;;
101;FGA0090 - ONDULATÓRIA E FÍSICA TÉRMICA PARA ENGENHARIA;1;2022;2;EBERTH DE ALMEIDA CORREA;60h;35T23;45;12;FGA - SALA I1;;;I1;;;;
102;FGA0091 - MÁQUINAS DE FLUIDO;1;2022;2;PAOLO GESSINI;30h;24M12 3T2;25;17;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;;;I5;;;;
103;FGA0091 - MÁQUINAS DE FLUIDO;1;2022;2;PAOLO GESSINI;30h;24M12 3T2;25;17;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;;;Lab.Termoflui.;;;;
104;FGA0091 - MÁQUINAS DE FLUIDO;1;2022;2;PAOLO GESSINI;30h;24M12 3T2;25;17;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;;;I5;;;;
105;FGA0091 - MÁQUINAS DE FLUIDO;1;2022;2;JHON NERO VAZ GOULART;45h;24M12 3T2;25;17;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;;;I5;;;;
106;FGA0091 - MÁQUINAS DE FLUIDO;1;2022;2;JHON NERO VAZ GOULART;45h;24M12 3T2;25;17;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;;;Lab.Termoflui.;;;;
107;FGA0091 - MÁQUINAS DE FLUIDO;1;2022;2;JHON NERO VAZ GOULART;45h;24M12 3T2;25;17;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;;;I5;;;;
108;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;PAOLO GESSINI;45h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;;;I5;;;;
109;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;PAOLO GESSINI;45h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;;;Lab.Termoflui.;;;;
110;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;PAOLO GESSINI;45h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;;;I5;;;;
111;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;;;I5;;;;
112;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;;;Lab.Termoflui.;;;;
113;FGA0091 - MÁQUINAS DE FLUIDO;2;2022;2;JHON NERO VAZ GOULART;30h;24M12 3T3;20;6;FGA - SALA I5 / LAB TERMOFLUIDOS/ SALA I5;;;I5;;;;
114;FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA;1;2022;2;DANIEL COSTA ARAUJO;75h;35M12 3T1;50;35;FGA - SALA I2 / I10;;;I2;;;;
115;FGA0092 - PRINCÍPIOS DE COMUNICAÇÃO PARA ENGENHARIA;1;2022;2;DANIEL COSTA ARAUJO;75h;35M12 3T1;50;35;FGA - SALA I2 / I10;;;I10;;;;
116;FGA0093 - PRINCÍPIOS DE CONTROLE;1;2022;2;LUIS FILOMENO DE JESUS FERNANDES;75h;3T23 5T234;50;3;FGA - SALA I3 / LAB SS;;;I3;;;;
117;FGA0093 - PRINCÍPIOS DE CONTROLE;1;2022;2;LUIS FILOMENO DE JESUS FERNANDES;75h;3T23 5T234;50;3;FGA - SALA I3 / LAB SS;;;Lab.SS;;;;
118;FGA0096 - ELETRÔNICA EMBARCADA;1;2022;2;GUILLERMO ALVAREZ BESTARD;90h;246T45;50;28;FGA - SALA LAB SS;;;Lab.SS;;;;
119;FGA0098 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;DIOGO DE OLIVEIRA COSTA;30h;4M12;20;5;FGA - SALA LAB NEI;;;Lab.NEI-1;;;;
120;FGA0098 - PRÁTICA DE CIRCUITOS ELETRÔNICOS 3;2;2022;2;DIOGO DE OLIVEIRA COSTA;30h;2T45;20;8;FGA - SALA LAB NEI;;;Lab.NEI-1;;;;
121;FGA0099 - TEORIA DE CIRCUITOS ELETRÔNICOS 3;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T45;45;15;FGA - SALA I2;;;I2;;;;
122;FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;GERARDO ANTONIO IDROBO PIZO;30h;3M34;20;10;FGA - SALA LAB NEI;;;Lab.NEI-1;;;;
123;FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;2;2022;2;GERARDO ANTONIO IDROBO PIZO;30h;3M5 3T1;20;6;FGA - SALA LAB NEI;;;Lab.NEI-1;;;;
124;FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;;;I3;;;;
125;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;;;I5;;;;
126;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;;;S8;;;;
127;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;;;I9;;;;
128;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;;;I7;;;;
129;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;;;I3;;;;
130;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;;;Lab.SS;;;;
131;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;;;S5;;;;
132;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;;;I1;;;;
133;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;;;I4;;;;
134;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;;;S8;;;;
135;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;;;Lab.Termodin.;;;;
136;FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;;;I8;;;;
137;FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;1;2022;2;EBERTH DE ALMEIDA CORREA;30h;3M34;24;19;FGA - LAB OND;;;Lab.Ond;;;;
138;FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;2;2022;2;EBERTH DE ALMEIDA CORREA;30h;5M34;24;2;FGA - LAB OND;;;Lab.Ond;;;;
