;codigNomeMateria;codigoTurma;ano;semestre;professor;cargahoraria;horario;vagasOfertadas;vagasOcupadas;local;horarioSeparado;percDisciplina;salaSeparada;predio;lotacao;percOcupacaoReal;percOcupacaoTotal
0;FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;84;FGA - SALA S-4 e I-3;4T2;0.9882352941176471;S4;UAC;130.0;0.6461538461538462;0.6538461538461539
1;FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;84;FGA - SALA S-4 e I-3;4T3;0.9882352941176471;S4;UAC;130.0;0.6461538461538462;0.6538461538461539
2;FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;84;FGA - SALA S-4 e I-3;6T2;0.9882352941176471;S4;UAC;130.0;0.6461538461538462;0.6538461538461539
3;FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;84;FGA - SALA S-4 e I-3;6T3;0.9882352941176471;S4;UAC;130.0;0.6461538461538462;0.6538461538461539
4;FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;84;FGA - SALA S-4 e I-3;4T2;0.9882352941176471;I3;UAC;60.0;1.4;1.4166666666666667
5;FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;84;FGA - SALA S-4 e I-3;4T3;0.9882352941176471;I3;UAC;60.0;1.4;1.4166666666666667
6;FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;84;FGA - SALA S-4 e I-3;6T2;0.9882352941176471;I3;UAC;60.0;1.4;1.4166666666666667
7;FGA0003 - COMPILADORES 1;1;2022;2;EDSON ALVES DA COSTA JUNIOR;60h;46T23;85;84;FGA - SALA S-4 e I-3;6T3;0.9882352941176471;I3;UAC;60.0;1.4;1.4166666666666667
8;FGA0006 - FUNDAMENTOS DE EQUAÇÕES DIFERENCIAIS PARA ENGENHARIA;1;2022;2;VINICIUS DE CARVALHO RISPOLI;60h;35M34;60;24;FGA - SALA I3;3M3;0.4;I3;UAC;60.0;0.4;1.0
9;FGA0006 - FUNDAMENTOS DE EQUAÇÕES DIFERENCIAIS PARA ENGENHARIA;1;2022;2;VINICIUS DE CARVALHO RISPOLI;60h;35M34;60;24;FGA - SALA I3;3M4;0.4;I3;UAC;60.0;0.4;1.0
10;FGA0006 - FUNDAMENTOS DE EQUAÇÕES DIFERENCIAIS PARA ENGENHARIA;1;2022;2;VINICIUS DE CARVALHO RISPOLI;60h;35M34;60;24;FGA - SALA I3;5M3;0.4;I3;UAC;60.0;0.4;1.0
11;FGA0006 - FUNDAMENTOS DE EQUAÇÕES DIFERENCIAIS PARA ENGENHARIA;1;2022;2;VINICIUS DE CARVALHO RISPOLI;60h;35M34;60;24;FGA - SALA I3;5M4;0.4;I3;UAC;60.0;0.4;1.0
12;FGA0008 - SISTEMAS AEROESPACIAIS;1;2022;2;RONNE TOLEDO;60h;24M34;30;23;FGA - CONTAINER Nº 17;2M3;0.7666666666666667;Cont-17;Container;1.0;23.0;30.0
13;FGA0008 - SISTEMAS AEROESPACIAIS;1;2022;2;RONNE TOLEDO;60h;24M34;30;23;FGA - CONTAINER Nº 17;2M4;0.7666666666666667;Cont-17;Container;1.0;23.0;30.0
14;FGA0008 - SISTEMAS AEROESPACIAIS;1;2022;2;RONNE TOLEDO;60h;24M34;30;23;FGA - CONTAINER Nº 17;4M3;0.7666666666666667;Cont-17;Container;1.0;23.0;30.0
15;FGA0008 - SISTEMAS AEROESPACIAIS;1;2022;2;RONNE TOLEDO;60h;24M34;30;23;FGA - CONTAINER Nº 17;4M4;0.7666666666666667;Cont-17;Container;1.0;23.0;30.0
16;FGA0013 - ANATOMIA E FISIOLOGIA HUMANA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M12;50;41;FGA - SALA I3;2M1;0.82;I3;UAC;60.0;0.6833333333333333;0.8333333333333334
17;FGA0013 - ANATOMIA E FISIOLOGIA HUMANA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M12;50;41;FGA - SALA I3;2M2;0.82;I3;UAC;60.0;0.6833333333333333;0.8333333333333334
18;FGA0013 - ANATOMIA E FISIOLOGIA HUMANA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M12;50;41;FGA - SALA I3;4M1;0.82;I3;UAC;60.0;0.6833333333333333;0.8333333333333334
19;FGA0013 - ANATOMIA E FISIOLOGIA HUMANA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M12;50;41;FGA - SALA I3;4M2;0.82;I3;UAC;60.0;0.6833333333333333;0.8333333333333334
20;FGA0015 - PROCESSAMENTO DIGITAL DE IMAGENS;1;2022;2;MARCUS VINICIUS CHAFFIM COSTA;60h;46M34;40;5;FGA - SALA I7;4M3;0.125;I7;UAC;40.0;0.125;1.0
21;FGA0015 - PROCESSAMENTO DIGITAL DE IMAGENS;1;2022;2;MARCUS VINICIUS CHAFFIM COSTA;60h;46M34;40;5;FGA - SALA I7;4M4;0.125;I7;UAC;40.0;0.125;1.0
22;FGA0015 - PROCESSAMENTO DIGITAL DE IMAGENS;1;2022;2;MARCUS VINICIUS CHAFFIM COSTA;60h;46M34;40;5;FGA - SALA I7;6M3;0.125;I7;UAC;40.0;0.125;1.0
23;FGA0015 - PROCESSAMENTO DIGITAL DE IMAGENS;1;2022;2;MARCUS VINICIUS CHAFFIM COSTA;60h;46M34;40;5;FGA - SALA I7;6M4;0.125;I7;UAC;40.0;0.125;1.0
24;FGA0016 - TÓPICOS ESPECIAL EM INSTRUMENTAÇÃO BIOMÉDICA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M34;20;19;FGA - LDTEA SALA 2;2M3;0.95;LD.Sala-2;LDTEA;1.0;19.0;20.0
25;FGA0016 - TÓPICOS ESPECIAL EM INSTRUMENTAÇÃO BIOMÉDICA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M34;20;19;FGA - LDTEA SALA 2;2M4;0.95;LD.Sala-2;LDTEA;1.0;19.0;20.0
26;FGA0016 - TÓPICOS ESPECIAL EM INSTRUMENTAÇÃO BIOMÉDICA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M34;20;19;FGA - LDTEA SALA 2;4M3;0.95;LD.Sala-2;LDTEA;1.0;19.0;20.0
27;FGA0016 - TÓPICOS ESPECIAL EM INSTRUMENTAÇÃO BIOMÉDICA;1;2022;2;SUELIA DE SIQUEIRA RODRIGUES FLEURY ROSA;60h;24M34;20;19;FGA - LDTEA SALA 2;4M4;0.95;LD.Sala-2;LDTEA;1.0;19.0;20.0
28;FGA0017 - PROJETOS DE CIRCUITOS INTEGRADOS 1;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T23;45;37;FGA - SALA LAB SS;3T2;0.8222222222222222;Lab.SS;UED;45.0;0.8222222222222222;1.0
29;FGA0017 - PROJETOS DE CIRCUITOS INTEGRADOS 1;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T23;45;37;FGA - SALA LAB SS;3T3;0.8222222222222222;Lab.SS;UED;45.0;0.8222222222222222;1.0
30;FGA0017 - PROJETOS DE CIRCUITOS INTEGRADOS 1;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T23;45;37;FGA - SALA LAB SS;5T2;0.8222222222222222;Lab.SS;UED;45.0;0.8222222222222222;1.0
31;FGA0017 - PROJETOS DE CIRCUITOS INTEGRADOS 1;1;2022;2;WELLINGTON AVELINO DO AMARAL;60h;35T23;45;37;FGA - SALA LAB SS;5T3;0.8222222222222222;Lab.SS;UED;45.0;0.8222222222222222;1.0
32;FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;3M1;0.15;I7;UAC;40.0;0.15;1.0
33;FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;3M2;0.15;I7;UAC;40.0;0.15;1.0
34;FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;5M1;0.15;I7;UAC;40.0;0.15;1.0
35;FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;5M2;0.15;I7;UAC;40.0;0.15;1.0
36;FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;3M1;0.15;I4;UAC;45.0;0.13333333333333333;0.8888888888888888
37;FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;3M2;0.15;I4;UAC;45.0;0.13333333333333333;0.8888888888888888
38;FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;5M1;0.15;I4;UAC;45.0;0.13333333333333333;0.8888888888888888
39;FGA0023 - DINÂMICA DOS MECANISMOS;1;2022;2;RITA DE CASSIA SILVA;60h;35M12;40;6;FGA - SALA I7 E I4;5M2;0.15;I4;UAC;45.0;0.13333333333333333;0.8888888888888888
40;FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;ALEX REIS;30h;46T23;45;13;FGA - SALA I5;4T2;0.28888888888888886;I5;UAC;45.0;0.28888888888888886;1.0
41;FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;ALEX REIS;30h;46T23;45;13;FGA - SALA I5;4T3;0.28888888888888886;I5;UAC;45.0;0.28888888888888886;1.0
42;FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;ALEX REIS;30h;46T23;45;13;FGA - SALA I5;6T2;0.28888888888888886;I5;UAC;45.0;0.28888888888888886;1.0
43;FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;ALEX REIS;30h;46T23;45;13;FGA - SALA I5;6T3;0.28888888888888886;I5;UAC;45.0;0.28888888888888886;1.0
44;FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;46T23;45;13;FGA - SALA I5;4T2;0.28888888888888886;I5;UAC;45.0;0.28888888888888886;1.0
45;FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;46T23;45;13;FGA - SALA I5;4T3;0.28888888888888886;I5;UAC;45.0;0.28888888888888886;1.0
46;FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;46T23;45;13;FGA - SALA I5;6T2;0.28888888888888886;I5;UAC;45.0;0.28888888888888886;1.0
47;FGA0025 - SISTEMAS DE ENERGIA SOLAR E EÓLICA;1;2022;2;JORGE ANDRES CORMANE ANGARITA;30h;46T23;45;13;FGA - SALA I5;6T3;0.28888888888888886;I5;UAC;45.0;0.28888888888888886;1.0
48;FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;132;FGA - SALA S4 E S1;2T4;1.0;S4;UAC;130.0;1.0153846153846153;1.0153846153846153
49;FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;132;FGA - SALA S4 E S1;2T5;1.0;S4;UAC;130.0;1.0153846153846153;1.0153846153846153
50;FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;132;FGA - SALA S4 E S1;6T4;1.0;S4;UAC;130.0;1.0153846153846153;1.0153846153846153
51;FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;132;FGA - SALA S4 E S1;6T5;1.0;S4;UAC;130.0;1.0153846153846153;1.0153846153846153
52;FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;132;FGA - SALA S4 E S1;2T4;1.0;S1;UAC;130.0;1.0153846153846153;1.0153846153846153
53;FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;132;FGA - SALA S4 E S1;2T5;1.0;S1;UAC;130.0;1.0153846153846153;1.0153846153846153
54;FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;132;FGA - SALA S4 E S1;6T4;1.0;S1;UAC;130.0;1.0153846153846153;1.0153846153846153
55;FGA0030 - ESTRUTURAS DE DADOS 2;1;2022;2;JOHN LENON CARDOSO GARDENGHI;60h;26T45;132;132;FGA - SALA S4 E S1;6T5;1.0;S1;UAC;130.0;1.0153846153846153;1.0153846153846153
56;FGA0034 - TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA;1;2022;2;RICARDO RAMOS FRAGELLI;60h;2T2345;15;10;FGA - SALA MULTIUSO;2T2;0.6666666666666666;Multi.;UAC;25.0;0.4;0.6
57;FGA0034 - TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA;1;2022;2;RICARDO RAMOS FRAGELLI;60h;2T2345;15;10;FGA - SALA MULTIUSO;2T3;0.6666666666666666;Multi.;UAC;25.0;0.4;0.6
58;FGA0034 - TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA;1;2022;2;RICARDO RAMOS FRAGELLI;60h;2T2345;15;10;FGA - SALA MULTIUSO;2T4;0.6666666666666666;Multi.;UAC;25.0;0.4;0.6
59;FGA0034 - TÓPICOS ESPECIAIS EM MATEMÁTICA APLICADA;1;2022;2;RICARDO RAMOS FRAGELLI;60h;2T2345;15;10;FGA - SALA MULTIUSO;2T5;0.6666666666666666;Multi.;UAC;25.0;0.4;0.6
60;FGA0037 - TÓPICOS ESPECIAIS EM ENGENHARIA AEROESPACIAL;1;2022;2;Fernando Merege;60h;46T23;25;9;FGA - LAB TERMODINÂMICA;4T2;0.36;Lab.Termodin.;UED;25.0;0.36;1.0
61;FGA0037 - TÓPICOS ESPECIAIS EM ENGENHARIA AEROESPACIAL;1;2022;2;Fernando Merege;60h;46T23;25;9;FGA - LAB TERMODINÂMICA;4T3;0.36;Lab.Termodin.;UED;25.0;0.36;1.0
62;FGA0037 - TÓPICOS ESPECIAIS EM ENGENHARIA AEROESPACIAL;1;2022;2;Fernando Merege;60h;46T23;25;9;FGA - LAB TERMODINÂMICA;6T2;0.36;Lab.Termodin.;UED;25.0;0.36;1.0
63;FGA0037 - TÓPICOS ESPECIAIS EM ENGENHARIA AEROESPACIAL;1;2022;2;Fernando Merege;60h;46T23;25;9;FGA - LAB TERMODINÂMICA;6T3;0.36;Lab.Termodin.;UED;25.0;0.36;1.0
64;FGA0038 - AERODINÂMICA DE SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;75h;35T45 6T4;30;16;FGA - SALA I4;3T4;0.5333333333333333;I4;UAC;45.0;0.35555555555555557;0.6666666666666666
65;FGA0038 - AERODINÂMICA DE SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;75h;35T45 6T4;30;16;FGA - SALA I4;3T5;0.5333333333333333;I4;UAC;45.0;0.35555555555555557;0.6666666666666666
66;FGA0038 - AERODINÂMICA DE SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;75h;35T45 6T4;30;16;FGA - SALA I4;5T4;0.5333333333333333;I4;UAC;45.0;0.35555555555555557;0.6666666666666666
67;FGA0038 - AERODINÂMICA DE SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;75h;35T45 6T4;30;16;FGA - SALA I4;5T5;0.5333333333333333;I4;UAC;45.0;0.35555555555555557;0.6666666666666666
68;FGA0038 - AERODINÂMICA DE SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;75h;35T45 6T4;30;16;FGA - SALA I4;6T4;0.5333333333333333;I4;UAC;45.0;0.35555555555555557;0.6666666666666666
69;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;2M5;0.6122448979591837;I10;UAC;80.0;0.375;0.6125
70;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;3M1;0.6122448979591837;I10;UAC;80.0;0.375;0.6125
71;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;3M2;0.6122448979591837;I10;UAC;80.0;0.375;0.6125
72;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;5M1;0.6122448979591837;I10;UAC;80.0;0.375;0.6125
73;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;5M2;0.6122448979591837;I10;UAC;80.0;0.375;0.6125
74;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;2M5;0.6122448979591837;I4;UAC;45.0;0.6666666666666666;1.0888888888888888
75;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;3M1;0.6122448979591837;I4;UAC;45.0;0.6666666666666666;1.0888888888888888
76;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;3M2;0.6122448979591837;I4;UAC;45.0;0.6666666666666666;1.0888888888888888
77;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;5M1;0.6122448979591837;I4;UAC;45.0;0.6666666666666666;1.0888888888888888
78;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;5M2;0.6122448979591837;I4;UAC;45.0;0.6666666666666666;1.0888888888888888
79;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;2M5;0.6122448979591837;S7;UAC;60.0;0.5;0.8166666666666667
80;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;3M1;0.6122448979591837;S7;UAC;60.0;0.5;0.8166666666666667
81;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;3M2;0.6122448979591837;S7;UAC;60.0;0.5;0.8166666666666667
82;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;5M1;0.6122448979591837;S7;UAC;60.0;0.5;0.8166666666666667
83;FGA0039 - MECÂNICA DE ESTRUTURAS AEROESPACIAIS;1;2022;2;ARTEM ANDRIANOV;75h;2M5 35M12;49;30;FGA - SALA I10 / I4 / S7;5M2;0.6122448979591837;S7;UAC;60.0;0.5;0.8166666666666667
84;FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;RAFAEL RODRIGUES DA SILVA;30h;24M34;16;7;FGA - SALA LAB SHP;2M3;0.4375;Cont-8-SHP;;;;
85;FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;RAFAEL RODRIGUES DA SILVA;30h;24M34;16;7;FGA - SALA LAB SHP;2M4;0.4375;Cont-8-SHP;;;;
86;FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;RAFAEL RODRIGUES DA SILVA;30h;24M34;16;7;FGA - SALA LAB SHP;4M3;0.4375;Cont-8-SHP;;;;
87;FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;RAFAEL RODRIGUES DA SILVA;30h;24M34;16;7;FGA - SALA LAB SHP;4M4;0.4375;Cont-8-SHP;;;;
88;FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;ANDRE MURILO DE ALMEIDA PINTO;30h;24M34;16;7;FGA - SALA LAB SHP;2M3;0.4375;Cont-8-SHP;;;;
89;FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;ANDRE MURILO DE ALMEIDA PINTO;30h;24M34;16;7;FGA - SALA LAB SHP;2M4;0.4375;Cont-8-SHP;;;;
90;FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;ANDRE MURILO DE ALMEIDA PINTO;30h;24M34;16;7;FGA - SALA LAB SHP;4M3;0.4375;Cont-8-SHP;;;;
91;FGA0040 - SISTEMAS DE CONTROLE AUTOMOTIVO;1;2022;2;ANDRE MURILO DE ALMEIDA PINTO;30h;24M34;16;7;FGA - SALA LAB SHP;4M4;0.4375;Cont-8-SHP;;;;
92;FGA0043 - DINÂMICA DOS GASES PARA SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;60h;35T23;48;44;FGA - SALA S5;3T2;0.9166666666666666;S5;UAC;45.0;0.9777777777777777;1.0666666666666667
93;FGA0043 - DINÂMICA DOS GASES PARA SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;60h;35T23;48;44;FGA - SALA S5;3T3;0.9166666666666666;S5;UAC;45.0;0.9777777777777777;1.0666666666666667
94;FGA0043 - DINÂMICA DOS GASES PARA SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;60h;35T23;48;44;FGA - SALA S5;5T2;0.9166666666666666;S5;UAC;45.0;0.9777777777777777;1.0666666666666667
95;FGA0043 - DINÂMICA DOS GASES PARA SISTEMAS AEROESPACIAIS;1;2022;2;OLEXIY SHYNKARENKO;60h;35T23;48;44;FGA - SALA S5;5T3;0.9166666666666666;S5;UAC;45.0;0.9777777777777777;1.0666666666666667
96;FGA0045 - MECÂNICA DO VÔO;1;2022;2;POLLIANA CANDIDA OLIVEIRA MARTINS;60h;46M34;45;29;FGA - SALA S8;4M3;0.6444444444444445;S8;UAC;45.0;0.6444444444444445;1.0
97;FGA0045 - MECÂNICA DO VÔO;1;2022;2;POLLIANA CANDIDA OLIVEIRA MARTINS;60h;46M34;45;29;FGA - SALA S8;4M4;0.6444444444444445;S8;UAC;45.0;0.6444444444444445;1.0
98;FGA0045 - MECÂNICA DO VÔO;1;2022;2;POLLIANA CANDIDA OLIVEIRA MARTINS;60h;46M34;45;29;FGA - SALA S8;6M3;0.6444444444444445;S8;UAC;45.0;0.6444444444444445;1.0
99;FGA0045 - MECÂNICA DO VÔO;1;2022;2;POLLIANA CANDIDA OLIVEIRA MARTINS;60h;46M34;45;29;FGA - SALA S8;6M4;0.6444444444444445;S8;UAC;45.0;0.6444444444444445;1.0
100;FGA0047 - PROCESSOS PETROQUÍMICOS;1;2022;2;ANDREIA ALVES COSTA LINDINGER;60h;35M34;45;6;FGA - SALA I1;3M3;0.13333333333333333;I1;UAC;45.0;0.13333333333333333;1.0
101;FGA0047 - PROCESSOS PETROQUÍMICOS;1;2022;2;ANDREIA ALVES COSTA LINDINGER;60h;35M34;45;6;FGA - SALA I1;3M4;0.13333333333333333;I1;UAC;45.0;0.13333333333333333;1.0
102;FGA0047 - PROCESSOS PETROQUÍMICOS;1;2022;2;ANDREIA ALVES COSTA LINDINGER;60h;35M34;45;6;FGA - SALA I1;5M3;0.13333333333333333;I1;UAC;45.0;0.13333333333333333;1.0
103;FGA0047 - PROCESSOS PETROQUÍMICOS;1;2022;2;ANDREIA ALVES COSTA LINDINGER;60h;35M34;45;6;FGA - SALA I1;5M4;0.13333333333333333;I1;UAC;45.0;0.13333333333333333;1.0
104;FGA0048 - MECÂNICA DO VOO ESPACIAL;1;2022;2;WILLIAM REIS SILVA;60h;46M34;45;21;FGA - SALA S9;4M3;0.4666666666666667;S9;UAC;130.0;0.16153846153846155;0.34615384615384615
105;FGA0048 - MECÂNICA DO VOO ESPACIAL;1;2022;2;WILLIAM REIS SILVA;60h;46M34;45;21;FGA - SALA S9;4M4;0.4666666666666667;S9;UAC;130.0;0.16153846153846155;0.34615384615384615
106;FGA0048 - MECÂNICA DO VOO ESPACIAL;1;2022;2;WILLIAM REIS SILVA;60h;46M34;45;21;FGA - SALA S9;6M3;0.4666666666666667;S9;UAC;130.0;0.16153846153846155;0.34615384615384615
107;FGA0048 - MECÂNICA DO VOO ESPACIAL;1;2022;2;WILLIAM REIS SILVA;60h;46M34;45;21;FGA - SALA S9;6M4;0.4666666666666667;S9;UAC;130.0;0.16153846153846155;0.34615384615384615
108;FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;2T2;0.2;Cont-4;Container;1.0;6.0;30.0
109;FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;2T3;0.2;Cont-4;Container;1.0;6.0;30.0
110;FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;4T2;0.2;Cont-4;Container;1.0;6.0;30.0
111;FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;4T3;0.2;Cont-4;Container;1.0;6.0;30.0
112;FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;6T2;0.2;Cont-4;Container;1.0;6.0;30.0
113;FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;GIANCARLO SANTILLI;60h;246T23;30;6;FGA - CONTEINER 04;6T3;0.2;Cont-4;Container;1.0;6.0;30.0
114;FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;PAOLO GESSINI;30h;246T23;30;6;FGA - CONTEINER 04;2T2;0.2;Cont-4;Container;1.0;6.0;30.0
115;FGA0049 - PROJETO DE SISTEMAS AEROESPACIAIS;1;2022;2;PAOLO GESSINI;30h;246T23;30;6;FGA - CONTEINER 04;2T3;0.2;Cont-4;Container;1.0;6.0;30.0
