;codigNomeMateria;codigoTurma;ano;semestre;professor;cargahoraria;horario;vagasOfertadas;vagasOcupadas;local;horarioSeparado;percDisciplina;salaSeparada;predio;lotacao;percOcupacaoReal;percOcupacaoTotal
441;FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;2;2022;2;GERARDO ANTONIO IDROBO PIZO;30h;3M5 3T1;20;6;FGA - SALA LAB NEI;3M5;0.3;Lab.NEI-1;UED;20.0;0.3;1.0
442;FGA0100 - PRÁTICA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;2;2022;2;GERARDO ANTONIO IDROBO PIZO;30h;3M5 3T1;20;6;FGA - SALA LAB NEI;3T1;0.3;Lab.NEI-1;UED;20.0;0.3;1.0
443;FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;3T4;0.23333333333333334;I3;UAC;60.0;0.23333333333333334;1.0
444;FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;3T5;0.23333333333333334;I3;UAC;60.0;0.23333333333333334;1.0
445;FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;5T4;0.23333333333333334;I3;UAC;60.0;0.23333333333333334;1.0
446;FGA0101 - TEORIA DE FÍSICA DOS DISPOSITIVOS ELETRÔNICOS;1;2022;2;MARCUS VINICIUS BATISTUTA;60h;35T45;60;14;FGA - SALA I3;5T5;0.23333333333333334;I3;UAC;60.0;0.23333333333333334;1.0
447;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;2M3;0.3;I5;UAC;45.0;0.3333333333333333;1.1111111111111112
448;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;2M4;0.3;I5;UAC;45.0;0.3333333333333333;1.1111111111111112
449;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;4M3;0.3;I5;UAC;45.0;0.3333333333333333;1.1111111111111112
450;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;4M4;0.3;I5;UAC;45.0;0.3333333333333333;1.1111111111111112
451;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;6M3;0.3;I5;UAC;45.0;0.3333333333333333;1.1111111111111112
452;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;1;2022;2;LUCIANO EMIDIO NEVES DA FONSECA;90h;246M34;50;15;FGA - SALA I5;6M4;0.3;I5;UAC;45.0;0.3333333333333333;1.1111111111111112
453;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;3M1;0.4222222222222222;S8;UAC;45.0;0.4222222222222222;1.0
454;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;3M2;0.4222222222222222;S8;UAC;45.0;0.4222222222222222;1.0
455;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;5M1;0.4222222222222222;S8;UAC;45.0;0.4222222222222222;1.0
456;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;5M2;0.4222222222222222;S8;UAC;45.0;0.4222222222222222;1.0
457;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;6M1;0.4222222222222222;S8;UAC;45.0;0.4222222222222222;1.0
458;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;2;2022;2;MARCUS VINICIUS CHAFFIM COSTA;90h;356M12;45;19;FGA - SALA S8;6M2;0.4222222222222222;S8;UAC;45.0;0.4222222222222222;1.0
459;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;3M1;0.875;I9;UAC;130.0;0.2692307692307692;0.3076923076923077
460;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;3M2;0.875;I9;UAC;130.0;0.2692307692307692;0.3076923076923077
461;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;5M1;0.875;I9;UAC;130.0;0.2692307692307692;0.3076923076923077
462;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;5M2;0.875;I9;UAC;130.0;0.2692307692307692;0.3076923076923077
463;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;6M1;0.875;I9;UAC;130.0;0.2692307692307692;0.3076923076923077
464;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;6M2;0.875;I9;UAC;130.0;0.2692307692307692;0.3076923076923077
465;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;3M1;0.875;I7;UAC;40.0;0.875;1.0
466;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;3M2;0.875;I7;UAC;40.0;0.875;1.0
467;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;5M1;0.875;I7;UAC;40.0;0.875;1.0
468;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;5M2;0.875;I7;UAC;40.0;0.875;1.0
469;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;6M1;0.875;I7;UAC;40.0;0.875;1.0
470;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;6M2;0.875;I7;UAC;40.0;0.875;1.0
471;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;3M1;0.875;I3;UAC;60.0;0.5833333333333334;0.6666666666666666
472;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;3M2;0.875;I3;UAC;60.0;0.5833333333333334;0.6666666666666666
473;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;5M1;0.875;I3;UAC;60.0;0.5833333333333334;0.6666666666666666
474;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;5M2;0.875;I3;UAC;60.0;0.5833333333333334;0.6666666666666666
475;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;6M1;0.875;I3;UAC;60.0;0.5833333333333334;0.6666666666666666
476;FGA0102 - SINAIS E SISTEMAS PARA ENGENHARIA;3;2022;2;ROBERTO DE SOUZA BAPTISTA;90h;356M12;40;35;FGA - SALA I9 / SALA I7 / SALA I3;6M2;0.875;I3;UAC;60.0;0.5833333333333334;0.6666666666666666
477;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;2T2;0.38;Lab.SS;UED;45.0;0.4222222222222222;1.1111111111111112
478;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;2T3;0.38;Lab.SS;UED;45.0;0.4222222222222222;1.1111111111111112
479;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;4T2;0.38;Lab.SS;UED;45.0;0.4222222222222222;1.1111111111111112
480;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;4T3;0.38;Lab.SS;UED;45.0;0.4222222222222222;1.1111111111111112
481;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;6T2;0.38;Lab.SS;UED;45.0;0.4222222222222222;1.1111111111111112
482;FGA0103 - SISTEMAS OPERACIONAIS EMBARCADOS;1;2022;2;DIOGO CAETANO GARCIA;90h;246T23;50;19;FGA - SALA LAB SS;6T3;0.38;Lab.SS;UED;45.0;0.4222222222222222;1.1111111111111112
483;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;2M3;0.24444444444444444;S5;UAC;45.0;0.24444444444444444;1.0
484;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;2M4;0.24444444444444444;S5;UAC;45.0;0.24444444444444444;1.0
485;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;4M3;0.24444444444444444;S5;UAC;45.0;0.24444444444444444;1.0
486;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;4M4;0.24444444444444444;S5;UAC;45.0;0.24444444444444444;1.0
487;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;2M3;0.24444444444444444;I1;UAC;45.0;0.24444444444444444;1.0
488;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;2M4;0.24444444444444444;I1;UAC;45.0;0.24444444444444444;1.0
489;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;4M3;0.24444444444444444;I1;UAC;45.0;0.24444444444444444;1.0
490;FGA0104 - QUÍMICA ORGÂNICA APLICADA À ENGENHARIA;1;2022;2;MARCELO BENTO DA SILVA;60h;24M34;45;11;FGA - SALA S5 E I1;4M4;0.24444444444444444;I1;UAC;45.0;0.24444444444444444;1.0
491;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;4T2;0.5333333333333333;I4;UAC;45.0;0.17777777777777778;0.3333333333333333
492;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;4T3;0.5333333333333333;I4;UAC;45.0;0.17777777777777778;0.3333333333333333
493;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;6T2;0.5333333333333333;I4;UAC;45.0;0.17777777777777778;0.3333333333333333
494;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;6T3;0.5333333333333333;I4;UAC;45.0;0.17777777777777778;0.3333333333333333
495;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;4T2;0.5333333333333333;S8;UAC;45.0;0.17777777777777778;0.3333333333333333
496;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;4T3;0.5333333333333333;S8;UAC;45.0;0.17777777777777778;0.3333333333333333
497;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;6T2;0.5333333333333333;S8;UAC;45.0;0.17777777777777778;0.3333333333333333
498;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;2;2022;2;WILLIAM REIS SILVA;60h;46T23;15;8;FGA - SALA I4 / S8;6T3;0.5333333333333333;S8;UAC;45.0;0.17777777777777778;0.3333333333333333
499;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;2T2;0.8666666666666667;Lab.Termodin.;UED;25.0;0.52;0.6
500;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;2T3;0.8666666666666667;Lab.Termodin.;UED;25.0;0.52;0.6
501;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;2T4;0.8666666666666667;Lab.Termodin.;UED;25.0;0.52;0.6
502;FGA0105 - TÓPICOS ESPECIAIS 2 EM ENGENHARIA AEROESPACIAL;3;2022;2;RAFAEL CASTILHO FARIA MENDES;60h;2T2345;15;13;FGA - LAB TERMODINÂMICA;2T5;0.8666666666666667;Lab.Termodin.;UED;25.0;0.52;0.6
503;FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;2T2;0.6;I8;UAC;45.0;0.6;1.0
504;FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;2T3;0.6;I8;UAC;45.0;0.6;1.0
505;FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;4T2;0.6;I8;UAC;45.0;0.6;1.0
506;FGA0106 - TÓPICOS ESPECIAIS 3 EM ENGENHARIA AEROESPACIAL;1;2022;2;CRISTIAN VENDITTOZZI;60h;24T23;45;27;FGA - SALA I8;4T3;0.6;I8;UAC;45.0;0.6;1.0
507;FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;1;2022;2;EBERTH DE ALMEIDA CORREA;30h;3M34;24;19;FGA - LAB OND;3M3;0.7916666666666666;Lab.Ond;UED;25.0;0.76;0.96
508;FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;1;2022;2;EBERTH DE ALMEIDA CORREA;30h;3M34;24;19;FGA - LAB OND;3M4;0.7916666666666666;Lab.Ond;UED;25.0;0.76;0.96
509;FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;2;2022;2;EBERTH DE ALMEIDA CORREA;30h;5M34;24;2;FGA - LAB OND;5M3;0.08333333333333333;Lab.Ond;UED;25.0;0.08;0.96
510;FGA0107 - LABORATÓRIO DE ONDULATÓRIA E FÍSICA TÉRMICA PARA A ENGENHARIA;2;2022;2;EBERTH DE ALMEIDA CORREA;30h;5M34;24;2;FGA - LAB OND;5M4;0.08333333333333333;Lab.Ond;UED;25.0;0.08;0.96
511;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;2M5;0.924812030075188;S9;UAC;130.0;0.9461538461538461;1.023076923076923
512;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;2T1;0.924812030075188;S9;UAC;130.0;0.9461538461538461;1.023076923076923
513;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;6T2;0.924812030075188;S9;UAC;130.0;0.9461538461538461;1.023076923076923
514;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;6T3;0.924812030075188;S9;UAC;130.0;0.9461538461538461;1.023076923076923
515;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;2M5;0.924812030075188;S2;UAC;130.0;0.9461538461538461;1.023076923076923
516;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;2T1;0.924812030075188;S2;UAC;130.0;0.9461538461538461;1.023076923076923
517;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;6T2;0.924812030075188;S2;UAC;130.0;0.9461538461538461;1.023076923076923
518;FGA0108 - MATEMÁTICA DISCRETA 2;1;2022;2;MATHEUS BERNARDINI DE SOUZA;60h;2M5 2T1 6T23;133;123;FGA - SALA S9 E S2;6T3;0.924812030075188;S2;UAC;130.0;0.9461538461538461;1.023076923076923
519;FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;1;2022;2;RENATO CORAL SAMPAIO;60h;35M34;50;44;FGA - LAB SS;3M3;0.88;Lab.SS;UED;45.0;0.9777777777777777;1.1111111111111112
520;FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;1;2022;2;RENATO CORAL SAMPAIO;60h;35M34;50;44;FGA - LAB SS;3M4;0.88;Lab.SS;UED;45.0;0.9777777777777777;1.1111111111111112
521;FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;1;2022;2;RENATO CORAL SAMPAIO;60h;35M34;50;44;FGA - LAB SS;5M3;0.88;Lab.SS;UED;45.0;0.9777777777777777;1.1111111111111112
522;FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;1;2022;2;RENATO CORAL SAMPAIO;60h;35M34;50;44;FGA - LAB SS;5M4;0.88;Lab.SS;UED;45.0;0.9777777777777777;1.1111111111111112
523;FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;2;2022;2;RENATO CORAL SAMPAIO;60h;35M5 35T1;50;36;FGA - LAB SS;3M5;0.72;Lab.SS;UED;45.0;0.8;1.1111111111111112
524;FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;2;2022;2;RENATO CORAL SAMPAIO;60h;35M5 35T1;50;36;FGA - LAB SS;5M5;0.72;Lab.SS;UED;45.0;0.8;1.1111111111111112
525;FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;2;2022;2;RENATO CORAL SAMPAIO;60h;35M5 35T1;50;36;FGA - LAB SS;3T1;0.72;Lab.SS;UED;45.0;0.8;1.1111111111111112
526;FGA0109 - FUNDAMENTOS DE SISTEMAS EMBARCADOS;2;2022;2;RENATO CORAL SAMPAIO;60h;35M5 35T1;50;36;FGA - LAB SS;5T1;0.72;Lab.SS;UED;45.0;0.8;1.1111111111111112
527;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;LEANDRO XAVIER CARDOSO;30h;26M34;45;21;FGA - SALA I8 E I1;2M3;0.4666666666666667;I8;UAC;45.0;0.4666666666666667;1.0
528;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;LEANDRO XAVIER CARDOSO;30h;26M34;45;21;FGA - SALA I8 E I1;2M4;0.4666666666666667;I8;UAC;45.0;0.4666666666666667;1.0
529;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;LEANDRO XAVIER CARDOSO;30h;26M34;45;21;FGA - SALA I8 E I1;6M3;0.4666666666666667;I8;UAC;45.0;0.4666666666666667;1.0
530;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;LEANDRO XAVIER CARDOSO;30h;26M34;45;21;FGA - SALA I8 E I1;6M4;0.4666666666666667;I8;UAC;45.0;0.4666666666666667;1.0
531;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;LEANDRO XAVIER CARDOSO;30h;26M34;45;21;FGA - SALA I8 E I1;2M3;0.4666666666666667;I1;UAC;45.0;0.4666666666666667;1.0
532;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;LEANDRO XAVIER CARDOSO;30h;26M34;45;21;FGA - SALA I8 E I1;2M4;0.4666666666666667;I1;UAC;45.0;0.4666666666666667;1.0
533;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;LEANDRO XAVIER CARDOSO;30h;26M34;45;21;FGA - SALA I8 E I1;6M3;0.4666666666666667;I1;UAC;45.0;0.4666666666666667;1.0
534;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;LEANDRO XAVIER CARDOSO;30h;26M34;45;21;FGA - SALA I8 E I1;6M4;0.4666666666666667;I1;UAC;45.0;0.4666666666666667;1.0
535;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;RONNI GERALDO GOMES DE AMORIM;30h;26M34;45;21;FGA - SALA I8 E I1;2M3;0.4666666666666667;I8;UAC;45.0;0.4666666666666667;1.0
536;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;RONNI GERALDO GOMES DE AMORIM;30h;26M34;45;21;FGA - SALA I8 E I1;2M4;0.4666666666666667;I8;UAC;45.0;0.4666666666666667;1.0
537;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;RONNI GERALDO GOMES DE AMORIM;30h;26M34;45;21;FGA - SALA I8 E I1;6M3;0.4666666666666667;I8;UAC;45.0;0.4666666666666667;1.0
538;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;RONNI GERALDO GOMES DE AMORIM;30h;26M34;45;21;FGA - SALA I8 E I1;6M4;0.4666666666666667;I8;UAC;45.0;0.4666666666666667;1.0
539;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;RONNI GERALDO GOMES DE AMORIM;30h;26M34;45;21;FGA - SALA I8 E I1;2M3;0.4666666666666667;I1;UAC;45.0;0.4666666666666667;1.0
540;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;RONNI GERALDO GOMES DE AMORIM;30h;26M34;45;21;FGA - SALA I8 E I1;2M4;0.4666666666666667;I1;UAC;45.0;0.4666666666666667;1.0
541;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;RONNI GERALDO GOMES DE AMORIM;30h;26M34;45;21;FGA - SALA I8 E I1;6M3;0.4666666666666667;I1;UAC;45.0;0.4666666666666667;1.0
542;FGA0117 - FUNDAMENTOS DE ENERGIA NUCLEAR;1;2022;2;RONNI GERALDO GOMES DE AMORIM;30h;26M34;45;21;FGA - SALA I8 E I1;6M4;0.4666666666666667;I1;UAC;45.0;0.4666666666666667;1.0
543;FGA0118 - SISTEMAS DE INFORMAÇÃO GEOGRÁFICA PARA ENGENHARIA;1;2022;2;JOSIANE DO SOCORRO AGUIAR DE SOUZA DE OLIVEIRA CAMPOS;60h;24M34;15;6;FGA - ANTE SALA I10;2M3;0.4;Ante I-10;UAC;20.0;0.3;0.75
544;FGA0118 - SISTEMAS DE INFORMAÇÃO GEOGRÁFICA PARA ENGENHARIA;1;2022;2;JOSIANE DO SOCORRO AGUIAR DE SOUZA DE OLIVEIRA CAMPOS;60h;24M34;15;6;FGA - ANTE SALA I10;2M4;0.4;Ante I-10;UAC;20.0;0.3;0.75
545;FGA0118 - SISTEMAS DE INFORMAÇÃO GEOGRÁFICA PARA ENGENHARIA;1;2022;2;JOSIANE DO SOCORRO AGUIAR DE SOUZA DE OLIVEIRA CAMPOS;60h;24M34;15;6;FGA - ANTE SALA I10;4M3;0.4;Ante I-10;UAC;20.0;0.3;0.75
546;FGA0118 - SISTEMAS DE INFORMAÇÃO GEOGRÁFICA PARA ENGENHARIA;1;2022;2;JOSIANE DO SOCORRO AGUIAR DE SOUZA DE OLIVEIRA CAMPOS;60h;24M34;15;6;FGA - ANTE SALA I10;4M4;0.4;Ante I-10;UAC;20.0;0.3;0.75
547;FGA0119 - TEORIA DE ELETROMAGNETISMO;1;2022;2;ANDRE LUIZ ALMEIDA PENNA;60h;24T23;60;34;FGA - SALA I2;2T2;0.5666666666666667;I2;UAC;60.0;0.5666666666666667;1.0
548;FGA0119 - TEORIA DE ELETROMAGNETISMO;1;2022;2;ANDRE LUIZ ALMEIDA PENNA;60h;24T23;60;34;FGA - SALA I2;2T3;0.5666666666666667;I2;UAC;60.0;0.5666666666666667;1.0
